ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
007382.OF,国融融信消费严选C,国融基金,上海银行,混合型,20190619,,,20190527,,1.047,1.5,0.25,,1.0,0.0001,,中证内地消费主题指数收益率*70%+上证国债指数收益率*30%,L,混合型,契约型开放式,,20190919,20190919,O
007381.OF,国融融信消费严选A,国融基金,上海银行,混合型,20190619,,,20190527,,2.3164,1.5,0.25,,1.0,0.0001,,中证内地消费主题指数收益率*70%+上证国债指数收益率*30%,L,混合型,契约型开放式,,20190919,20190919,O
006106.OF,景顺长城量化港股通,景顺长城基金,中国工商银行,股票型,20190619,,,20190513,,2.2234,1.5,0.25,,1.0,0.0001,,中证港股通综合指数收益率*85%+银行活期存款利率(税后)*15%,L,股票型,契约型开放式,,20190719,20190719,O
007289.OF,汇添富中债1-3年农发债A,汇添富基金,浦发银行,债券型,20190619,,,20190506,,58.5068,0.15,0.05,,1.0,0.001,,中债-1-3年农发行债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190801,20190801,O
007238.OF,平安养老2035A,平安基金,招商银行,混合型,20190619,,,20190520,,2.6026,0.6,0.15,,1.0,0.001,,中证平安2035退休宝指数收益率*95%+同期银行活期存款利率*5%,L,混合型,契约型开放式,,20190621,20220620,O
007239.OF,平安养老2035C,平安基金,招商银行,混合型,20190619,,,20190520,,0.7036,0.6,0.15,,1.0,0.001,,中证平安2035退休宝指数收益率*95%+同期银行活期存款利率*5%,L,混合型,契约型开放式,,20190621,20220620,O
007220.OF,天弘华享三个月定开,天弘基金,中国光大银行,债券型,20190619,,,20190617,,20.1009,0.3,0.1,,1.0,,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20190919,20190919,O
007491.OF,南方信息创新C,南方基金,中国建设银行,混合型,20190619,,,20190610,,0.1528,1.5,0.25,,1.0,0.0001,,中证信息技术指数收益率*60%+上证国债指数收益率*30%+中证港股通综合指数收益率*10%,L,混合型,契约型开放式,,20190819,20190819,O
007544.OF,鹏华尊晟3个月,鹏华基金,招商银行,债券型,20190619,,,20190617,,30.1,0.3,0.1,,1.0,,,中证综合债指数收益率,L,债券型,契约型开放式,,20190919,20190919,O
007509.OF,华商润丰C,华商基金,中国银行,混合型,20190619,,,,,,0.6,0.15,,1.0,,,中证800指数收益率*65%+上证国债指数收益率*35%,L,灵活配置型,契约型开放式,,20190619,20190619,O
007553.OF,中信建投医改C,中信建投基金,渤海银行,混合型,20190618,,,,,,1.0,0.2,,1.0,,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,灵活配置型,契约型开放式,,20190618,20190618,O
007552.OF,中信建投稳裕定开C,中信建投基金,浦发银行,债券型,20190618,,,,,,0.3,0.08,,1.0,,,中债综合指数,L,债券型,契约型开放式,,20190809,20190809,O
007149.OF,南方初元中短债A,南方基金,中国民生银行,债券型,20190617,,,20190603,,1.397,0.2,0.05,,1.0,0.0001,,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20190729,20190729,O
007482.OF,永赢智益纯债三个月,永赢基金,中国光大银行,债券型,20190617,,,20190527,,40.1001,0.3,0.1,,1.0,,,中国债券综合全价指数收益率,L,债券型,契约型开放式,,20190917,20190917,O
007150.OF,南方初元中短债C,南方基金,中国民生银行,债券型,20190617,,,20190603,,0.0115,0.2,0.05,,1.0,0.0001,,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20190729,20190729,O
007514.OF,大成景益平稳收益C,大成基金,中国农业银行,混合型,20190617,,,,,,0.6,0.15,,1.0,,,合同成立日中国人民银行公布的三年定存利率(税后)+2%,L,稳健增长型,契约型开放式,,20190617,20190617,O
007335.OF,中银中债1-3年期农发行,中银基金,江苏银行,债券型,20190617,,,20190513,,18.8004,0.15,0.05,,1.0,0.001,,中债1-3年期农发行债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190711,20190711,O
007008.OF,中邮纯债优选一年A,中邮基金,邮储银行,债券型,20190614,,,20190508,,25.9904,0.5,0.2,,1.0,0.0001,,中债新综合财富(总值)指数收益率,L,债券型,契约型开放式,,,,O
007334.OF,中银消费活力,中银基金,中国工商银行,混合型,20190614,20200224,,20190513,,2.0556,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,D,混合型,契约型开放式,,20190712,20190712,O
007009.OF,中邮纯债优选一年C,中邮基金,邮储银行,债券型,20190614,,,20190508,,1.3825,0.5,0.2,,1.0,0.0001,,中债新综合财富(总值)指数收益率,L,债券型,契约型开放式,,,,O
007281.OF,嘉合消费升级,嘉合基金,邮储银行,混合型,20190614,,,20190524,,0.2421,1.5,0.15,,1.0,0.001,,中证内地消费主题指数收益率*60%+中债综合指数收益率*40%,L,混合型,契约型开放式,,20190912,20190912,O
007502.OF,前海开源裕和C,前海开源基金,招商银行,混合型,20190614,,,,,,0.6,0.2,,1.0,,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20190614,20190614,O
007151.OF,前海开源沪港深聚瑞,前海开源基金,招商银行,混合型,20190614,,,20190327,,2.1253,1.5,0.25,,1.0,0.001,,恒生指数收益率*85%+银行活期存款利率(税后)*15%,L,混合型,契约型开放式,,20190715,20190715,O
007531.OF,华宝中证全指证券ETF联接C,华宝基金,中国建设银行,股票型,20190613,,,,,,0.5,0.1,,1.0,,,中证全指证券公司指数收益率*95%+人民币银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190613,20190613,O
006759.OF,银河乐活优萃,银河基金,中国工商银行,混合型,20190612,,,20190517,,2.2648,1.5,0.25,,1.0,0.001,,中证800指数收益率*80%+中证全债指数收益率*20%,L,混合型,契约型开放式,,20190715,20190715,O
007501.OF,万家科创主题3年C,万家基金,中国建设银行,混合型,20190612,,,,,,1.5,0.25,,1.0,,,中国战略新兴产业成份指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,,,O
004647.OF,新华鼎利A,新华基金,中国民生银行,债券型,20190612,,,20190506,,1.1818,0.7,0.2,,1.0,0.01,,中债综合全价指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20190712,20190712,O
006892.OF,新华鼎利C,新华基金,中国民生银行,债券型,20190612,,,20190506,,1.0066,0.7,0.2,,1.0,0.01,,中债综合全价指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20190712,20190712,O
007450.OF,兴全多维价值C,兴全基金,中国建设银行,混合型,20190612,,,20190527,,4.0692,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合(全价)指数收益率*20%,L,混合型,契约型开放式,,20190909,20190909,O
007457.OF,汇添富90天短债B,汇添富基金,江苏银行,债券型,20190612,,,20190520,,0.2068,0.25,0.1,,1.0,0.001,,中债综合财富(1年以下)指数收益率,L,债券型,契约型开放式,,20190715,20190910,O
007458.OF,汇添富90天短债C,汇添富基金,江苏银行,债券型,20190612,,,20190520,,0.3304,0.25,0.1,,1.0,300.0,,中债综合财富(1年以下)指数收益率,L,债券型,契约型开放式,,20190715,20190910,O
007449.OF,兴全多维价值A,兴全基金,中国建设银行,混合型,20190612,,,20190527,,35.8984,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中债综合(全价)指数收益率*20%,L,混合型,契约型开放式,,20190909,20190909,O
007456.OF,汇添富90天短债A,汇添富基金,江苏银行,债券型,20190612,,,20190520,,2.5988,0.25,0.1,,1.0,0.001,,中债综合财富(1年以下)指数收益率,L,债券型,契约型开放式,,20190715,20190910,O
006530.OF,中欧匠心两年C,中欧基金,中国工商银行,混合型,20190611,,,20190315,,1.0298,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,混合型,契约型开放式,,20190806,,O
005306.OF,长信合利C,长信基金,中国工商银行,混合型,20190611,,,20190507,,0.0172,1.0,0.2,,1.0,0.0001,,中债综合指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20190614,20190614,O
005305.OF,长信合利A,长信基金,中国工商银行,混合型,20190611,,,20190507,,2.2717,1.0,0.2,,1.0,0.0001,,中债综合指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20190614,20190614,O
007144.OF,国投瑞银沪深300量化增强C,国投瑞银基金,中国农业银行,股票型,20190611,,,20190513,,4.6909,1.0,0.15,,1.0,0.001,,沪深300指数收益率*95%+商业银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20190711,20190711,O
006877.OF,天治量化核心精选A,天治基金,中国农业银行,混合型,20190611,,,20190329,,0.5019,1.5,0.1,,1.0,0.01,,中证800指数收益率*80%+1年期定期存款利率(税后)*20%,L,混合型,契约型开放式,,20190617,20190617,O
006878.OF,天治量化核心精选C,天治基金,中国农业银行,混合型,20190611,,,20190329,,1.5099,1.5,0.1,,1.0,0.01,,中证800指数收益率*80%+1年期定期存款利率(税后)*20%,L,混合型,契约型开放式,,20190617,20190617,O
007143.OF,国投瑞银沪深300量化增强A,国投瑞银基金,中国农业银行,股票型,20190611,,,20190513,,4.6909,1.0,0.15,,1.0,0.001,,沪深300指数收益率*95%+商业银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20190711,20190711,O
006738.OF,工银瑞信添慧A,工银瑞信基金,浦发银行,债券型,20190611,,,20190513,,5.3657,0.6,0.1,,1.0,0.001,,中债信用债总财富(总值)指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20190625,20190625,O
006739.OF,工银瑞信添慧C,工银瑞信基金,浦发银行,债券型,20190611,,,20190513,,0.9546,0.6,0.1,,1.0,0.001,,中债信用债总财富(总值)指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20190625,20190625,O
006529.OF,中欧匠心两年A,中欧基金,中国工商银行,混合型,20190611,,,20190315,,10.2328,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中债综合指数收益率*40%,L,混合型,契约型开放式,,20190806,,O
007500.OF,鹏华尊诚3个月,鹏华基金,邮储银行,债券型,20190611,,,20190610,,7.1,0.3,0.1,,1.0,,,中债总指数收益率,L,债券型,契约型开放式,,20190911,20190911,O
005843.OF,金元顺安沣泉,金元顺安基金,招商银行,债券型,20190610,,,20190401,,2.7162,0.7,0.1,,1.0,0.001,,中债综合指数收益率,L,债券型,契约型开放式,,20190910,20190910,O
006675.OF,宝盈品牌消费A,宝盈基金,中国工商银行,股票型,20190606,,,20190508,,1.6418,1.5,0.25,,1.0,0.001,,中证内地消费主题指数收益率*70%+恒生综合指数收益率*20%+中证综合债券指数收益率*10%,L,股票型,契约型开放式,,20190708,20190708,O
006676.OF,宝盈品牌消费C,宝盈基金,中国工商银行,股票型,20190606,,,20190508,,3.0324,1.5,0.25,,1.0,0.001,,中证内地消费主题指数收益率*70%+恒生综合指数收益率*20%+中证综合债券指数收益率*10%,L,股票型,契约型开放式,,20190708,20190708,O
007213.OF,华安安平6个月定开,华安基金,平安银行,债券型,20190606,,,20190603,,10.1,0.3,0.1,,1.0,,,中债综合全价指数收益率,L,债券型,契约型开放式,,20191209,20191209,O
007521.OF,南方日添益F,南方基金,中国农业银行,货币市场型,20190605,,,,,,0.28,0.1,,1.0,,,同期中国人民银行公布的七天通知存款利率(税后),L,货币型,契约型开放式,,20190605,20190605,O
007522.OF,南方理财金E,南方基金,中国农业银行,货币市场型,20190605,,,,,,0.3,0.1,,1.0,,,同期中国人民银行公布的七天通知存款利率(税后),L,货币型,契约型开放式,,20190605,20190605,O
007230.OF,兴全沪深300指数增强C,兴全基金,中国农业银行,股票型,20190605,,,,,,0.8,0.15,,1.0,,,沪深300指数*95%+同业存款利率*5%,L,增强指数型,契约型开放式,,20190605,20190605,O
007306.OF,华泰柏瑞基本面智选A,华泰柏瑞基金,中国银行,混合型,20190605,,,20190506,,2.3498,1.5,0.25,,1.0,0.001,,中证800指数收益率*80%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20190705,20190705,O
005925.OF,建信福泽裕泰A,建信基金,中信银行,混合型,20190605,,,20190506,,1.4773,1.2,0.1,,1.0,0.001,,中证800指数收益率*80%+中债综合财富指数收益率*20%,L,混合型,契约型开放式,,20190612,20190612,O
006339.OF,银华MSCI中国A股ETF联接A,银华基金,中国工商银行,股票型,20190605,,,20190507,,1.8252,0.5,0.1,,1.0,0.001,,MSCI中国A股人民币指数(MSCI China A RMBIndex)收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190626,20190902,O
005926.OF,建信福泽裕泰C,建信基金,中信银行,混合型,20190605,,,20190506,,0.6664,1.2,0.1,,1.0,0.001,,中证800指数收益率*80%+中债综合财富指数收益率*20%,L,混合型,契约型开放式,,20190612,20190612,O
007243.OF,安信核心竞争力A,安信基金,中国农业银行,混合型,20190605,,,20190506,,2.684,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*50%+中债总指数(全价)收益率*50%,L,灵活配置型,契约型开放式,,20190710,20190710,O
007319.OF,嘉实汇达中短债A,嘉实基金,中国民生银行,债券型,20190605,,,20190513,,1.0201,0.3,0.1,,1.0,0.0001,,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20190718,20190718,O
007320.OF,嘉实汇达中短债C,嘉实基金,中国民生银行,债券型,20190605,,,20190513,,1.7697,0.3,0.1,,1.0,0.0001,,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20190718,20190718,O
007244.OF,安信核心竞争力C,安信基金,中国农业银行,混合型,20190605,,,20190506,,0.5732,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*50%+中债总指数(全价)收益率*50%,L,灵活配置型,契约型开放式,,20190710,20190710,O
007470.OF,博道叁佰智航A,博道基金,中国工商银行,股票型,20190605,,,20190521,,1.05,1.1,0.15,,1.0,0.001,,沪深300指数收益率*95%+同期银行活期存款利率(税后)*5%,L,股票型,契约型开放式,,20190905,20190905,O
006836.OF,永赢惠泽一年定期开放,永赢基金,招商银行,混合型,20190605,,,20190506,,3.3887,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中国债券综合全价指数收益率*50%,L,灵活配置型,契约型开放式,,,,O
007471.OF,博道叁佰智航C,博道基金,中国工商银行,股票型,20190605,,,20190521,,2.9103,1.1,0.15,,1.0,0.001,,沪深300指数收益率*95%+同期银行活期存款利率(税后)*5%,L,股票型,契约型开放式,,20190905,20190905,O
007363.OF,易方达中短期美元债C美元现汇,易方达基金,招商银行,债券型,20190605,,,20190520,,1.3714,0.5,0.15,,0.1449,0.0001,,摩根大通1-3年全球投资级美元债总回报指数(J.P. Morgan Global Aggregate US IG 1-3 Total Return Index )(按照估值汇率折算)收益率*90%+人民币活期存款利率(税后)*10%,L,债券型,契约型开放式,,20190708,20190708,O
007447.OF,平安惠泰,平安基金,浦发银行,债券型,20190605,,,20190523,,2.0001,0.3,0.1,,1.0,0.001,,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20190708,20190708,O
007362.OF,易方达中短期美元债A美元现汇,易方达基金,招商银行,债券型,20190605,,,20190520,,2.3989,0.5,0.15,,0.1449,0.0001,,摩根大通1-3年全球投资级美元债总回报指数(J.P. Morgan Global Aggregate US IG 1-3 Total Return Index )(按照估值汇率折算)收益率*90%+人民币活期存款利率(税后)*10%,L,债券型,契约型开放式,,20190708,20190708,O
006910.OF,华夏战略新兴成指ETF联接C,华夏基金,中国建设银行,股票型,20190605,,,20190506,,0.7235,0.5,0.1,,1.0,0.0001,,中国战略新兴产业成份指数收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190719,20190719,O
007360.OF,易方达中短期美元债A人民币,易方达基金,招商银行,债券型,20190605,,,20190520,,0.5356,0.5,0.15,,1.0,0.0001,,摩根大通1-3年全球投资级美元债总回报指数(J.P. Morgan Global Aggregate US IG 1-3 Total Return Index )(按照估值汇率折算)收益率*90%+人民币活期存款利率(税后)*10%,L,债券型,契约型开放式,,20190708,20190708,O
006909.OF,华夏战略新兴成指ETF联接A,华夏基金,中国建设银行,股票型,20190605,,,20190506,,2.1901,0.5,0.1,,1.0,0.0001,,中国战略新兴产业成份指数收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190719,20190719,O
007307.OF,华泰柏瑞基本面智选C,华泰柏瑞基金,中国银行,混合型,20190605,,,20190506,,2.3498,1.5,0.25,,1.0,0.001,,中证800指数收益率*80%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20190705,20190705,O
